id	time_scraped	follower	followed
2434910	2022-10-29T21:29:14.484463Z	4118	47020
2434918	2022-10-29T21:29:18.897297Z	4118	43091
2435008	2022-10-29T21:30:17.056052Z	4118	63091
2435016	2022-10-29T21:30:22.369018Z	4118	123620
2435024	2022-10-29T21:30:26.841328Z	4118	64431
2435107	2022-10-29T21:31:17.678285Z	4118	144446
2435111	2022-10-29T21:31:20.317946Z	4118	84903
2435116	2022-10-29T21:31:23.177206Z	4118	33817
2435123	2022-10-29T21:31:25.660195Z	4118	76290
2435127	2022-10-29T21:31:30.925632Z	4118	28478
2435131	2022-10-29T21:31:33.806654Z	4118	11670
2435081	2022-10-29T21:31:00.561142Z	4118	89831
2435089	2022-10-29T21:31:06.633055Z	4118	10508
2443503	2022-10-29T23:11:21.777113Z	4118	6318
2443512	2022-10-29T23:11:28.316994Z	4118	2400
2443516	2022-10-29T23:11:39.178892Z	4118	211802
2435251	2022-10-29T21:32:49.037579Z	4118	13524
2435258	2022-10-29T21:32:55.665346Z	4118	56480
2435266	2022-10-29T21:33:00.293129Z	4118	24104
2435275	2022-10-29T21:33:06.061618Z	4118	34643
2435448	2022-10-29T21:34:47.509522Z	4118	26464
2435455	2022-10-29T21:34:53.968432Z	4118	52101
2435460	2022-10-29T21:34:57.925212Z	4118	165688
2435463	2022-10-29T21:35:00.485875Z	4118	27884
2435468	2022-10-29T21:35:04.229271Z	4118	31992
2435471	2022-10-29T21:35:07.323673Z	4118	46841
2435479	2022-10-29T21:35:11.351553Z	4118	72892
2435485	2022-10-29T21:35:13.489376Z	4118	210010
2435563	2022-10-29T21:35:59.893832Z	4118	32215
2435571	2022-10-29T21:36:06.297347Z	4118	328753
2435579	2022-10-29T21:36:11.237953Z	4118	22619
2435582	2022-10-29T21:36:15.489238Z	4118	48533
2435586	2022-10-29T21:36:17.449531Z	4118	63776
2435590	2022-10-29T21:36:18.998321Z	4118	73512
2435594	2022-10-29T21:36:21.055211Z	4118	427002
2435598	2022-10-29T21:36:23.054325Z	4118	62805
2435602	2022-10-29T21:36:25.254062Z	4118	12068
2435538	2022-10-29T21:35:45.865633Z	4118	4491
2435542	2022-10-29T21:35:47.698434Z	4118	131637
2435546	2022-10-29T21:35:49.853349Z	4118	50647
2435656	2022-10-29T21:37:00.761879Z	4118	16917
2435667	2022-10-29T21:37:08.269069Z	4118	26145
2435670	2022-10-29T21:37:10.677221Z	4118	100942
2435675	2022-10-29T21:37:12.861144Z	4118	73174
2435683	2022-10-29T21:37:17.133190Z	4118	59578
2435807	2022-10-29T21:38:33.213190Z	4118	11751
2435814	2022-10-29T21:38:37.295611Z	4118	414033
2435808	2022-10-29T21:38:35.245092Z	4118	157252
2435817	2022-10-29T21:38:39.629037Z	4118	46398
2435829	2022-10-29T21:38:44.047658Z	4118	25026
2435837	2022-10-29T21:38:47.718841Z	4118	31497
2435845	2022-10-29T21:38:53.709039Z	4118	41071
2435851	2022-10-29T21:38:57.586084Z	4118	28979
2435859	2022-10-29T21:39:03.617566Z	4118	14566
2435866	2022-10-29T21:39:07.913077Z	4118	62740
2435874	2022-10-29T21:39:13.021129Z	4118	22809
2435882	2022-10-29T21:39:16.929301Z	4118	275312
2435972	2022-10-29T21:40:14.125389Z	4118	41357
2435979	2022-10-29T21:40:16.397214Z	4118	146904
2435987	2022-10-29T21:40:20.929107Z	4118	72629
2435995	2022-10-29T21:40:25.921034Z	4118	409721
2436004	2022-10-29T21:40:30.941115Z	4118	284366
2436012	2022-10-29T21:40:37.413191Z	4118	427003
2436020	2022-10-29T21:40:42.125075Z	4118	62652
2436027	2022-10-29T21:40:46.625246Z	4118	189935
2436037	2022-10-29T21:40:52.917148Z	4118	427004
2436044	2022-10-29T21:40:58.957342Z	4118	67826
2436049	2022-10-29T21:41:04.499078Z	4118	427005
2436056	2022-10-29T21:41:07.738058Z	4118	64686
2436061	2022-10-29T21:41:11.769194Z	4118	211321
2436064	2022-10-29T21:41:14.089169Z	4118	46090
2436161	2022-10-29T21:42:11.789108Z	4118	392316
2436164	2022-10-29T21:42:13.601108Z	4118	240708
2436169	2022-10-29T21:42:15.569175Z	4118	35444
2436172	2022-10-29T21:42:17.341642Z	4118	17464
2436176	2022-10-29T21:42:19.374420Z	4118	225233
2436180	2022-10-29T21:42:21.290319Z	4118	46155
2436184	2022-10-29T21:42:23.477360Z	4118	373376
2436188	2022-10-29T21:42:26.379549Z	4118	363560
2436193	2022-10-29T21:42:28.681094Z	4118	16443
2436198	2022-10-29T21:42:31.294962Z	4118	17510
2436281	2022-10-29T21:43:21.601212Z	4118	140381
2436288	2022-10-29T21:43:25.354916Z	4118	232444
2436296	2022-10-29T21:43:29.946387Z	4118	51584
2436300	2022-10-29T21:43:35.509550Z	4118	78321
2436309	2022-10-29T21:43:39.609082Z	4118	177250
